     a                  b                  c                   d               e                f
    -0.113528         0.066123         0.021953          -10.030488         -7.469512         -2.134146
    -0.132033         0.002313         0.020101          -10.792684         -3.871951         -7.439024
    -0.135314         -0.01983         0.0028          -6.707317         0.670732         -12.5
    -0.12954         0.009918         -0.01651          1.859756         5.670732         -16.25
    -0.10207         0.008129         -0.028052          12.743903         11.554878         -21.981709
    -0.060953         0.043222         -0.058379          17.621952         15.579268         -25.792683
    -0.040754         0.030086         -0.093969          18.871952         17.804878         -29.87805
    -0.025572         -0.00601         -0.079863          21.12805         17.743902         -33.963417
    0.029347         -0.033909         -0.034007          17.774391         16.859756         -36.280487
    0.08129         -0.081815         0.031974          9.969512         16.402439         -36.219513
    0.108196         -0.124046         0.054876          6.646342         16.737804         -34.359756
    0.096713         -0.141229         0.029838          6.463415         17.012196         -28.963415
    0.079714         -0.108881         -0.030622          5.457317         16.920732         -22.743902
    0.054006         -0.05273         -0.026646          2.22561         16.554878         -17.621952
    0.042423         -0.057028         -0.041824          -3.567073         15.945123         -15.792684
    0.019876         -0.05988         -0.025452          -6.920732         15.335366         -11.768293
    -0.008904         -0.020365         0.003076          -5.54878         15.70122         -8.170732
    -0.038568         0.005974         -0.029961          -1.371951         14.939025         -5.396342
    -0.040034         0.010443         -0.064203          3.536585         12.77439         -4.512195
    -0.018551         0.095854         -0.068355          7.012195         7.957317         -3.536585
    0.005081         0.103637         -0.029684          6.95122         1.52439         -5.457317
    0.028284         0.055956         -0.020427          3.871951         -4.29878         -7.713415
    0.060322         -0.041368         0.06569          -4.237805         -8.963415         -7.164634
    0.06818         -0.141102         0.177161          -11.859756         -4.29878         -4.969512
    0.042825         -0.043741         0.09837          -3.323171         -0.914634         2.530488
    0.020393         0.012468         0.066391          3.689024         0.457317         4.603659
    0.03526         0.009779         -0.022473          -6.79878         -1.646342         7.195122
